player_name,player_height,pts,reb,ast,label
Josh Howard,200.66,8.4,4.1,1.3,3
Jeff Foster,210.82,3.3,6.3,0.8,3
Jeff Green,205.74,13.3,4.8,1.4,3
Jeff Teague,187.96,5.2,1.5,2.0,1
Jeremy Evans,205.74,3.6,2.0,0.5,0
Jeremy Lin,190.5,2.6,1.2,1.4,1
Jermaine O'Neal,210.82,5.4,3.7,0.5,0
Jerry Stackhouse,198.12,1.7,1.0,0.4,0
Jerryd Bayless,190.5,9.2,2.3,3.7,1
Joakim Noah,210.82,11.7,10.4,2.2,2
Jodie Meeks,193.04,10.5,2.3,1.1,1
Joe Johnson,200.66,18.2,4.0,4.7,4
Joe Smith,208.28,0.5,1.3,0.3,0
Joel Anthony,205.74,2.0,3.5,0.3,0
Joel Przybilla,215.9,1.8,4.0,0.4,0
Joey Dorsey,203.2,3.1,4.4,0.6,0
Joey Graham,200.66,5.2,2.2,0.5,0
Johan Petro,213.36,3.5,2.8,0.6,0
John Lucas III,180.34,1.0,0.0,0.5,1
John Salmons,198.12,14.0,3.6,3.5,4
John Wall,193.04,16.4,4.6,8.3,4
Jon Brockman,200.66,2.2,2.9,0.3,0
Jonny Flynn,182.88,5.3,1.5,3.4,1
Jordan Crawford,193.04,11.7,2.5,2.8,1
Jordan Farmar,187.96,9.6,2.4,5.0,4
Jordan Hill,208.28,5.6,4.3,0.4,3
Jose Calderon,190.5,9.8,3.0,8.9,4
Josh Childress,203.2,5.0,2.9,0.8,0
Larry Owens,200.66,3.3,1.3,0.7,0
Larry Sanders,210.82,4.3,3.0,0.3,0
Lazar Hayward,198.12,3.8,1.7,0.7,0
LeBron James,203.2,26.7,7.5,7.0,4
Matt Bonner,208.28,7.3,3.6,0.9,3
Matt Carroll,198.12,4.4,1.3,0.4,0
Maurice Ager,195.58,3.8,0.5,0.3,0
Maurice Evans,195.58,6.3,2.1,0.6,1
Mehmet Okur,210.82,4.9,2.3,1.5,0
Melvin Ely,208.28,2.3,2.5,0.5,0
Metta World Peace,200.66,8.5,3.3,2.1,3
Michael Beasley,208.28,19.2,5.6,2.2,2
Michael Redd,198.12,4.4,0.8,1.2,0
Mickael Pietrus,198.12,7.2,2.2,0.6,0
Mike Bibby,187.96,8.6,2.4,3.3,1
Mike Conley,185.42,13.7,3.0,6.5,4
Mike Dunleavy,205.74,11.2,4.5,1.7,3
Mike Harris,198.12,2.0,1.3,0.3,0
Mike Miller,203.2,5.6,4.5,1.2,3
Mo Williams,185.42,14.0,2.6,6.6,4
Monta Ellis,190.5,24.1,3.5,5.6,4
Morris Peterson,200.66,1.0,0.8,0.3,0
Mustafa Shakur,193.04,2.3,1.0,1.1,1
Nate Robinson,175.26,6.8,1.5,1.9,1
Nazr Mohammed,208.28,7.1,4.9,0.3,3
Nenad Krstic,213.36,8.1,4.7,0.4,3
Nene,210.82,14.5,7.6,2.0,2
Nick Collison,208.28,4.6,4.5,1.0,3
Nick Young,200.66,17.4,2.7,1.2,3
Nicolas Batum,203.2,12.4,4.5,1.5,3
Rashard Lewis,208.28,11.7,5.1,1.6,3
Matt Barnes,200.66,6.7,4.3,1.3,3
Jeff Adrien,201.0,2.5,2.5,0.4,0
Marvin Williams,205.74,10.4,4.8,1.4,3
Marreese Speights,208.28,5.4,3.3,0.5,0
Leandro Barbosa,190.5,13.3,1.7,2.1,1
Leon Powe,203.2,5.3,2.1,0.2,0
Lester Hudson,190.5,1.6,0.5,1.5,1
Linas Kleiza,203.2,11.2,4.5,1.0,3
Lou Amundson,205.74,4.3,4.0,0.4,0
Lou Williams,185.42,13.7,2.0,3.4,1
Luc Mbah a Moute,203.2,6.7,5.3,0.9,3
Luis Scola,205.74,18.3,8.2,2.5,2
Luke Babbitt,205.74,1.5,1.3,0.3,0
Luke Harangody,200.66,3.9,2.9,0.6,0
Luke Ridnour,187.96,11.8,2.8,5.4,4
Luke Walton,203.2,1.7,1.2,1.1,0
Luol Deng,205.74,17.4,5.8,2.8,2
Luther Head,190.5,5.6,1.7,1.9,1
Malik Allen,208.28,1.3,1.8,0.2,0
Manny Harris,195.58,5.9,2.6,1.6,1
Manu Ginobili,198.12,17.4,3.7,4.9,4
Marc Gasol,215.9,11.7,7.0,2.5,2
Marcin Gortat,210.82,10.2,7.9,0.9,3
Marco Belinelli,195.58,10.5,1.9,1.2,1
Marcus Banks,187.96,2.0,0.3,1.0,1
Marcus Camby,210.82,4.7,10.3,2.1,2
Marcus Cousin,210.82,1.0,0.8,0.0,0
Marcus Thornton,193.04,12.8,3.5,1.8,1
Mario Chalmers,187.96,6.4,2.1,2.5,1
Mario West,195.58,3.7,1.8,1.7,1
Marquis Daniels,198.12,5.5,2.3,1.3,0
Martell Webster,200.66,9.8,3.2,1.2,3
Jawad Williams,205.74,4.0,1.8,0.8,0
Jermaine Taylor,193.04,6.6,1.8,0.9,1
Jason Thompson,210.82,8.8,6.1,1.2,3
Earl Watson,185.42,4.3,2.3,3.5,1
Ed Davis,208.28,7.7,7.1,0.6,3
Eddie House,185.42,6.5,1.6,1.1,1
Eduardo Najera,203.2,2.2,1.4,0.6,0
Ekpe Udoh,208.28,4.1,3.1,0.7,0
Elton Brand,205.74,15.0,8.3,1.5,2
Emeka Okafor,208.28,10.3,9.5,0.6,2
Eric Bledsoe,185.42,6.7,2.8,3.6,1
Eric Gordon,190.5,22.3,2.9,4.4,4
Eric Maynor,190.5,4.2,1.5,2.9,1
Erick Dampier,210.82,2.5,3.5,0.4,0
Ersan Ilyasova,208.28,9.5,6.1,0.9,3
Etan Thomas,208.28,2.5,1.8,0.2,0
Evan Turner,200.66,7.2,3.9,2.0,3
Fabricio Oberto,208.28,1.4,1.4,0.0,0
Francisco Elson,213.36,2.2,1.9,0.5,0
Francisco Garcia,200.66,9.7,2.3,1.2,3
Gani Lawal,205.74,0.0,0.0,0.0,0
Garret Siler,210.82,2.1,1.3,0.1,0
Garrett Temple,198.12,2.4,1.0,1.3,0
Gary Forbes,200.66,5.2,1.8,0.8,0
Gary Neal,193.04,9.8,2.5,1.2,1
Jason Williams,185.42,2.0,1.1,1.9,1
Gerald Henderson,193.04,9.6,3.0,1.5,1
Gerald Wallace,200.66,15.7,8.0,2.4,2
Gilbert Arenas,193.04,10.8,2.7,3.9,1
Glen Davis,205.74,11.7,5.4,1.2,3
Earl Clark,208.28,3.9,2.4,0.2,0
Goran Dragic,190.5,7.5,2.0,2.9,1
Earl Boykins,165.1,7.2,1.0,2.5,1
Dwyane Wade,193.04,25.5,6.4,4.6,4
Ramon Sessions,190.5,13.3,3.1,5.2,4
Rajon Rondo,185.42,10.6,4.4,11.2,4
Raja Bell,195.58,8.0,2.6,1.7,1
Quinton Ross,198.12,1.6,0.8,0.3,0
Quincy Pondexter,198.12,2.8,1.3,0.4,0
Quentin Richardson,198.12,4.4,3.1,0.7,0
Pops Mensah-Bonsu,205.74,0.3,1.6,0.3,0
Pooh Jeter,180.34,4.1,1.1,2.6,1
Peja Stojakovic,208.28,8.5,2.3,0.9,0
Paul Pierce,200.66,18.9,5.4,3.3,4
Paul Millsap,203.2,17.3,7.6,2.5,2
Paul George,203.2,7.8,3.7,1.1,3
Pau Gasol,213.36,18.8,10.2,3.3,2
Patty Mills,182.88,5.5,0.8,1.7,1
Patrick Patterson,205.74,6.3,3.8,0.8,3
Patrick Ewing,203.2,0.4,0.3,0.3,0
Pape Sy,200.66,2.3,1.0,0.7,0
Othyus Jeffers,195.58,5.5,3.9,1.2,1
Orien Greene,193.04,1.0,0.0,0.3,0
Omri Casspi,205.74,8.6,4.3,1.0,3
Omer Asik,213.36,2.8,3.7,0.4,0
O.J. Mayo,193.04,11.3,2.4,2.0,1
Nikola Pekovic,210.82,5.5,3.0,0.4,0
Donte Greene,210.82,5.8,2.1,0.7,0
Dorell Wright,205.74,16.4,5.3,3.0,2
Drew Gooden,208.28,11.3,6.8,1.3,3
Dwight Howard,210.82,22.9,14.1,1.4,2
Earl Barron,213.36,3.8,3.6,0.5,0
Gordon Hayward,203.2,5.4,1.9,1.1,0
George Hill,187.96,11.6,2.6,2.5,1
Greg Monroe,210.82,9.4,7.5,1.3,3
Jamario Moon,203.2,4.3,2.8,0.9,0
Jameer Nelson,182.88,13.1,3.0,6.0,4
James Anderson,198.12,3.6,0.9,0.7,0
James Harden,195.58,12.2,3.1,2.1,1
Jason Maxiell,200.66,4.2,3.0,0.3,0
James Jones,203.2,5.9,2.0,0.5,0
James Posey,203.2,4.9,3.0,0.7,0
Jamal Crawford,195.58,14.2,1.7,3.2,1
Jared Dudley,200.66,10.6,3.9,1.3,3
Jarrett Jack,190.5,8.9,2.1,2.9,1
Jarron Collins,210.82,0.7,0.9,0.1,0
Jason Collins,213.36,2.0,2.1,0.4,0
Jason Kapono,203.2,0.7,0.5,0.2,0
Grant Hill,203.2,13.2,4.2,2.5,3
Jason Smith,213.36,4.3,3.1,0.5,0
Jason Richardson,198.12,15.6,4.1,1.8,3
Jared Jeffries,210.82,1.8,2.8,0.9,0
Jamaal Magloire,210.82,1.9,3.4,0.2,0
James Johnson,205.74,7.1,3.7,2.3,3
JR Smith,198.12,12.3,4.1,2.2,3
Greivis Vasquez,198.12,3.6,1.0,2.2,1
Hakim Warrick,205.74,8.4,3.7,0.9,3
Hamady Ndiaye,213.36,0.9,0.4,0.0,0
JaVale McGee,213.36,10.1,8.0,0.5,3
Hamed Haddadi,218.44,2.4,2.2,0.2,0
Hasheem Thabeet,220.98,1.1,1.6,0.1,0
Hassan Whiteside,213.36,0.0,0.0,0.0,0
Hedo Turkoglu,208.28,10.8,4.4,4.2,3
Henry Walker,198.12,4.9,2.0,0.6,0
Jason Kidd,193.04,7.9,4.4,8.2,4
Ian Mahinmi,210.82,3.1,2.1,0.1,0
Ike Diogu,205.74,5.8,3.2,0.1,0
Ime Udoka,195.58,0.7,1.0,0.7,0
Ish Smith,182.88,2.3,1.1,1.8,1
Jason Terry,187.96,15.8,1.9,4.1,4
J.J. Barea,182.88,9.5,2.0,3.9,1
JJ Hickson,205.74,13.8,8.7,1.1,2
JJ Redick,193.04,10.1,1.9,1.7,1
Hilton Armstrong,210.82,1.7,2.5,0.3,0
Hakim Warrick,205.74,6.4,2.6,0.9,0
Gustavo Ayon,208.28,5.9,4.9,1.4,3
Greivis Vasquez,198.12,8.9,2.6,5.4,4
Greg Stiemsma,210.82,2.9,3.2,0.5,0
Greg Smith,208.28,1.8,2.5,0.1,0
Gordon Hayward,203.2,11.8,3.5,3.1,3
Grant Hill,203.2,10.2,3.5,2.2,3
Goran Dragic,190.5,11.7,2.5,5.3,4
Glen Davis,205.74,9.3,5.4,0.8,3
Gilbert Arenas,193.04,4.2,1.1,1.1,1
Gerald Wallace,200.66,13.8,6.7,2.8,2
Gerald Green,203.2,12.9,3.5,1.1,3
Greg Monroe,210.82,15.4,9.7,2.3,2
Gerald Henderson,195.58,15.1,4.1,2.3,3
JaVale McGee,213.36,11.3,7.8,0.5,3
George Hill,187.96,9.6,3.0,2.9,1
Hamady Ndiaye,213.36,0.0,0.0,0.0,0
Jamaal Tinsley,190.5,3.7,1.2,3.3,1
Jamaal Magloire,210.82,1.2,3.3,0.2,0
JaJuan Johnson,208.28,3.2,1.6,0.2,0
JR Smith,198.12,12.5,3.9,2.4,3
JJ Redick,193.04,11.6,2.3,2.5,1
JJ Hickson,205.74,8.4,6.2,0.8,3
J.J. Barea,182.88,11.3,2.8,5.7,4
Hamed Haddadi,218.44,2.0,2.0,0.2,0
Ivan Johnson,203.2,6.4,4.0,0.6,3
Isaiah Thomas,175.26,11.5,2.6,4.1,1
Iman Shumpert,195.58,9.5,3.2,2.8,1
Ike Diogu,205.74,1.0,0.5,0.0,0
Ian Mahinmi,210.82,5.8,4.7,0.2,3
Henry Walker,198.12,5.9,2.5,1.2,0
Hedo Turkoglu,208.28,10.9,3.8,4.4,3
Hassan Whiteside,213.36,1.6,2.2,0.0,0
Hasheem Thabeet,220.98,1.8,2.1,0.0,0
Ish Smith,182.88,2.8,1.3,1.6,1
Gary Neal,193.04,9.9,2.1,2.1,1
DeMarre Carroll,203.2,4.5,2.2,0.8,0
Francisco Garcia,200.66,4.8,2.0,0.6,0
Carl Landry,205.74,12.5,5.2,0.9,3
CJ Miles,198.12,9.1,2.1,1.2,1
C.J. Watson,187.96,9.7,2.1,4.1,1
Byron Mullens,213.36,9.3,5.0,0.9,3
Brook Lopez,213.36,19.2,3.6,1.2,3
Brian Skinner,205.74,0.0,0.0,0.0,0
Brian Scalabrine,205.74,1.1,0.8,0.5,0
Carldell Johnson,177.8,1.8,0.6,1.5,1
Brian Cook,205.74,2.5,2.0,0.3,0
Brendan Haywood,213.36,5.2,6.0,0.4,3
Brandon Rush,198.12,9.8,3.9,1.4,3
Brandon Knight,190.5,12.8,3.2,3.8,4
Brandon Jennings,185.42,19.1,3.4,5.5,4
Brandon Bass,203.2,12.5,6.2,0.9,3
Brandan Wright,208.28,6.9,3.6,0.3,3
Brad Miller,213.36,2.3,1.3,1.6,0
Brian Cardinal,203.2,1.0,0.8,0.4,0
Carlos Boozer,205.74,15.0,8.5,1.9,2
Carlos Delfino,198.12,9.0,3.9,2.3,3
Carmelo Anthony,203.2,22.6,6.3,3.6,2
Chris Wright,203.2,2.9,1.9,0.2,0
Chris Wilcox,208.28,5.4,4.4,0.4,3
Chris Singleton,203.2,4.6,3.5,0.7,0
Chris Paul,182.88,19.8,3.6,9.1,4
Chris Kaman,213.36,13.1,7.7,2.1,2
Chris Johnson,210.82,2.0,1.5,0.1,0
Chris Duhon,185.42,3.8,1.6,2.4,1
Chris Bosh,210.82,18.0,7.9,1.8,2
Chris Andersen,208.28,5.3,4.6,0.2,3
Chauncey Billups,190.5,15.0,2.5,4.0,4
Chase Budinger,200.66,9.6,3.7,1.3,3
Charlie Villanueva,210.82,7.0,3.7,0.5,3
Charles Jenkins,190.5,5.8,1.3,3.3,1
Channing Frye,210.82,10.5,5.9,1.4,3
Chandler Parsons,205.74,9.5,4.8,2.1,3
Cartier Martin,200.66,9.3,3.4,0.6,3
Caron Butler,200.66,12.0,3.7,1.2,3
Boris Diaw,203.2,6.4,4.9,3.6,3
Bobby Simmons,198.12,2.9,2.0,0.4,0
Blake Griffin,208.28,20.7,10.9,3.2,2
Blake Ahearn,187.96,2.5,0.5,0.3,1
Andrea Bargnani,213.36,19.5,5.5,2.0,2
Andre Miller,187.96,9.7,3.3,6.7,4
Andre Iguodala,198.12,12.4,6.1,5.5,4
Andre Emmett,195.58,2.2,1.0,0.2,0
Andray Blatche,210.82,8.5,5.8,1.1,3
Anderson Varejao,210.82,10.8,11.5,1.7,2
Amir Johnson,205.74,7.1,6.4,1.2,3
Amar'e Stoudemire,210.82,17.5,7.8,1.1,2
Alonzo Gee,198.12,10.6,5.1,1.8,3
Alec Burks,198.12,7.2,2.2,0.9,0
Alan Anderson,198.12,9.6,2.0,1.5,1
Al-Farouq Aminu,205.74,6.0,4.7,1.0,3
Al Jefferson,208.28,19.2,9.6,2.2,2
Al Horford,208.28,12.4,7.0,2.2,2
Al Harrington,205.74,14.2,6.1,1.4,3
Aaron Gray,213.36,3.9,5.7,0.6,3
AJ Price,187.96,3.9,1.4,2.0,1
Andres Nocioni,200.66,1.5,1.3,0.1,0
Christian Eyenga,200.66,2.4,2.0,0.7,0
Andrew Bogut,213.36,11.3,8.3,2.6,2
Andrew Goudelock,190.5,4.4,0.8,0.5,1
Bismack Biyombo,205.74,5.2,5.8,0.4,3
Beno Udrih,190.5,5.9,1.7,3.8,1
Ben Wallace,205.74,1.4,4.3,0.7,0
Ben Uzoh,190.5,4.5,3.7,3.4,1
Ben Gordon,190.5,12.5,2.3,2.4,1
Baron Davis,190.5,6.1,1.9,4.7,1
Avery Bradley,187.96,7.6,1.8,1.4,1
Austin Daye,210.82,4.7,2.2,0.8,0
Arron Afflalo,195.58,15.2,3.2,2.4,3
Armon Johnson,190.5,5.2,1.4,1.2,1
Anthony Tolliver,203.2,4.1,3.0,0.4,0
Anthony Randolph,210.82,7.4,3.6,0.6,3
Anthony Parker,198.12,7.2,2.7,2.4,1
Anthony Morrow,195.58,12.0,2.0,1.0,1
Anthony Carter,185.42,2.0,1.4,1.4,1
Antawn Jamison,205.74,17.2,6.3,2.0,2
Andris Biedrins,213.36,1.7,3.7,0.3,0
Andrew Bynum,213.36,18.7,11.8,1.4,2
Gary Forbes,200.66,6.6,2.1,1.1,0
Chuck Hayes,198.12,3.2,4.3,1.4,0
Corey Brewer,205.74,8.9,2.5,1.5,3
Dwyane Wade,193.04,22.1,4.8,4.6,4
Dwight Howard,210.82,20.6,14.5,1.9,2
Drew Gooden,208.28,13.7,6.5,2.6,2
Dorell Wright,205.74,10.3,4.6,1.5,3
Donte Greene,210.82,5.4,2.5,0.6,0
Donald Sloan,190.5,5.5,2.0,3.2,1
Dominique Jones,195.58,2.7,1.3,1.3,1
E'Twaun Moore,193.04,2.9,0.9,0.9,1
Dominic McGuire,205.74,3.5,3.8,1.7,0
Dexter Pittman,210.82,3.0,2.0,0.3,0
Devin Harris,190.5,11.3,1.8,5.0,4
Devin Ebanks,205.74,4.0,2.3,0.5,0
Derrick Williams,203.2,8.8,4.7,0.6,3
Derrick Rose,190.5,21.8,3.4,7.9,4
Derrick Favors,208.28,8.8,6.5,0.7,3
Derrick Byars,200.66,5.0,5.5,0.5,3
Dirk Nowitzki,213.36,21.6,6.7,2.2,2
Earl Barron,213.36,2.0,0.5,0.0,0
Earl Boykins,165.1,4.9,1.4,2.1,1
Earl Clark,208.28,2.7,2.8,0.4,0
Evan Turner,200.66,9.4,5.8,2.8,3
Ersan Ilyasova,208.28,13.0,8.8,1.2,2
Erick Dampier,210.82,0.1,1.7,0.3,0
Eric Maynor,190.5,4.2,1.4,2.4,1
Eric Gordon,190.5,20.6,2.8,3.4,4
Eric Dawson,205.74,3.8,2.5,0.0,0
Eric Bledsoe,185.42,3.3,1.6,1.7,1
Enes Kanter,210.82,4.6,4.2,0.1,0
Emeka Okafor,208.28,9.9,7.9,0.9,3
Elton Brand,205.74,11.0,7.2,1.6,3
Elliot Williams,196.0,3.7,0.8,0.3,0
Ekpe Udoh,208.28,5.6,4.2,0.9,3
Edwin Ubiles,198.12,3.5,2.5,0.3,0
Eduardo Najera,203.2,2.6,2.3,0.5,0
Eddy Curry,213.36,2.1,0.9,0.1,0
Ed Davis,208.28,6.3,6.6,0.9,3
Earl Watson,185.42,3.0,2.4,4.3,1
Derrick Brown,203.2,8.1,3.6,1.0,3
Deron Williams,190.5,21.0,3.3,8.7,4
Derek Fisher,185.42,5.6,1.9,2.7,1
Dennis Horner,205.74,0.6,0.6,0.0,0
Daniel Gibson,187.96,7.5,2.9,2.2,1
Dan Gadzuric,210.82,0.0,2.5,0.0,0
Damion James,200.66,4.9,4.7,0.4,3
Damien Wilkins,198.12,3.2,1.7,0.7,0
Dahntay Jones,198.12,5.3,1.8,1.0,0
Daequan Cook,195.58,5.5,2.1,0.3,0
DaJuan Summers,203.2,4.5,1.5,0.7,0
DJ White,205.74,6.8,3.6,0.8,3
D.J. Kennedy,195.58,6.0,3.5,1.5,1
D.J. Augustin,182.88,11.1,2.3,6.4,4
Craig Smith,200.66,3.3,2.3,0.4,0
Craig Brackins,208.28,1.6,1.1,0.6,0
Courtney Lee,195.58,11.4,2.7,1.5,1
Courtney Fortson,180.34,3.5,1.5,1.0,1
Cory Joseph,190.5,2.0,0.9,1.2,1
Cory Higgins,195.58,3.9,0.9,0.9,0
Corey Maggette,198.12,15.0,3.9,1.2,3
Daniel Orton,208.28,2.8,2.4,0.3,0
Cole Aldrich,210.82,2.2,1.8,0.1,0
Danilo Gallinari,208.28,14.6,4.7,2.7,3
Danny Green,198.12,9.1,3.5,1.3,3
Delonte West,190.5,9.6,2.3,3.2,1
DeShawn Stevenson,195.58,2.9,2.0,0.8,0
DeSagana Diop,213.36,1.1,3.1,0.9,0
Jamal Crawford,195.58,14.0,2.0,3.2,1
DeMarcus Cousins,210.82,18.1,11.0,1.6,2
DeMar DeRozan,200.66,16.7,3.3,2.0,3
DeJuan Blair,200.66,9.5,5.5,1.2,3
DeAndre Liggins,198.12,1.9,0.9,0.3,0
DeAndre Jordan,210.82,7.4,8.3,0.3,3
David West,205.74,12.8,6.6,2.1,3
David Lee,205.74,20.1,9.6,2.8,2
Darryl Watkins,210.82,4.6,5.4,0.6,3
Darren Collison,182.88,10.4,3.1,4.8,4
Darko Milicic,213.36,4.6,3.3,0.6,0
Darius Morris,193.04,2.4,0.8,1.1,1
Darington Hobson,200.66,0.8,0.6,1.2,0
Dante Cunningham,203.2,5.2,3.8,0.6,0
Danny Granger,203.2,18.7,5.0,1.8,2
Jamario Moon,203.2,2.3,2.8,0.6,0
Francisco Elson,213.36,0.4,0.2,0.2,0
James Anderson,198.12,3.7,1.5,0.8,0
Ramon Sessions,190.5,11.3,3.3,5.5,4
Randy Foye,193.04,11.0,2.1,2.2,1
Rashard Lewis,208.28,7.8,3.9,1.0,3
Rasual Butler,200.66,3.2,1.9,0.6,0
Ray Allen,195.58,14.2,3.1,2.4,3
Raymond Felton,185.42,11.4,2.5,6.5,4
Reggie Evans,203.2,1.9,4.8,0.3,0
Reggie Jackson,190.5,3.1,1.2,1.6,1
Reggie Williams,201.0,8.3,2.8,1.8,3
Renaldo Balkman,203.2,3.0,1.9,0.4,0
Richard Hamilton,200.66,11.6,2.4,3.0,1
Richard Jefferson,200.66,9.2,3.5,1.4,3
Ricky Rubio,193.04,10.6,4.2,8.2,4
Robin Lopez,213.36,5.4,3.3,0.3,0
Rajon Rondo,185.42,11.9,4.8,11.7,4
Rodney Stuckey,195.58,14.8,2.6,3.8,4
Roger Mason Jr.,195.58,5.5,1.3,0.9,1
Ronnie Brewer,200.66,6.9,3.5,2.1,3
Ronnie Price,187.96,3.6,1.6,1.9,1
Ronny Turiaf,208.28,3.0,4.1,0.6,0
Roy Hibbert,218.44,12.8,8.8,1.7,2
Royal Ivey,193.04,2.1,0.7,0.3,0
Rudy Fernandez,198.12,8.6,2.1,2.4,1
Rudy Gay,203.2,19.0,6.4,2.3,2
Russell Westbrook,190.5,23.6,4.6,5.5,4
Ryan Anderson,208.28,16.1,7.7,0.9,2
Ryan Gomes,200.66,2.3,1.9,0.4,0
Ryan Hollins,213.36,3.4,2.1,0.2,0
Ryan Reid,203.2,1.6,0.4,0.0,0
Sam Young,198.12,3.3,1.8,0.4,0
Rodrigue Beaubois,187.96,8.9,2.8,2.9,1
Raja Bell,195.58,6.4,1.4,1.1,1
Quincy Pondexter,198.12,4.2,2.0,0.4,0
Quentin Richardson,198.12,4.5,2.6,0.8,0
Mickael Pietrus,198.12,6.9,3.1,0.6,0
Mickell Gladness,210.82,2.2,2.2,0.2,0
Mike Bibby,187.96,2.6,1.5,2.1,1
Mike Conley,185.42,12.7,2.5,6.5,4
Mike Dunleavy,205.74,12.3,3.7,2.1,3
Mike James,187.96,4.8,0.9,2.6,1
Mike Miller,203.2,6.1,3.3,1.1,0
Mikki Moore,213.36,3.4,3.1,0.7,0
Mo Williams,185.42,13.2,1.9,3.1,1
Monta Ellis,190.5,20.4,3.4,6.0,4
Morris Almond,198.12,3.5,2.0,0.5,0
Mychel Thompson,198.12,3.6,1.0,1.4,0
Nate Robinson,175.26,11.2,2.0,4.5,1
Nazr Mohammed,208.28,2.7,2.7,0.2,0
Nene,210.82,13.7,7.5,2.1,2
Nick Collison,208.28,4.5,4.3,1.3,3
Nick Young,200.66,14.2,2.1,0.9,3
Paul Pierce,200.66,19.4,5.2,4.5,4
Paul Millsap,203.2,16.6,8.8,2.3,2
Paul George,203.2,12.1,5.6,2.4,3
Pau Gasol,213.36,17.4,10.4,3.6,2
Patty Mills,182.88,10.3,1.8,2.4,1
Patrick Patterson,205.74,7.7,4.5,0.8,3
Samardo Samuels,205.74,5.4,3.3,0.4,0
Omri Casspi,205.74,7.1,3.5,1.0,3
O.J. Mayo,193.04,12.6,3.2,2.6,1
Norris Cole,187.96,6.8,1.4,2.0,1
Nolan Smith,187.96,3.8,1.3,1.4,1
Nikola Vucevic,213.36,5.5,4.8,0.6,3
Nikola Pekovic,210.82,13.9,7.4,0.7,2
Nicolas Batum,203.2,13.9,4.6,1.4,3
Omer Asik,213.36,3.1,5.3,0.5,3
Samuel Dalembert,210.82,7.5,7.0,0.5,3
Sasha Pavlovic,200.66,2.7,1.6,0.4,0
Sean Williams,208.28,3.6,2.3,0.5,0
Travis Leslie,193.04,1.4,0.9,0.5,0
Travis Outlaw,205.74,4.3,1.6,0.4,0
Trevor Ariza,203.2,10.8,5.2,3.3,3
Trevor Booker,203.2,8.4,6.5,0.8,3
Trey Johnson,195.58,1.9,1.1,0.4,0
Trey Thompkins,208.28,2.4,1.0,0.1,0
Tristan Thompson,205.74,8.2,6.5,0.5,3
Troy Murphy,210.82,3.2,3.2,0.9,0
Ty Lawson,180.34,16.4,3.7,6.6,4
Tyler Hansbrough,205.74,9.3,4.4,0.5,3
Jameer Nelson,182.88,11.9,3.2,5.7,4
Tyreke Evans,198.12,16.5,4.6,4.5,4
Tyrus Thomas,208.28,5.6,3.7,0.6,0
Tyson Chandler,215.9,11.3,9.9,0.9,2
Udonis Haslem,203.2,6.0,7.3,0.7,3
Vernon Macklin,208.28,2.0,1.5,0.2,0
Vince Carter,198.12,10.1,3.4,2.3,3
Zaza Pachulia,210.82,7.8,7.9,1.4,3
Zach Randolph,205.74,11.6,8.0,1.7,2
Yi Jianlian,213.36,2.6,1.6,0.2,0
Xavier Silas,195.58,5.5,2.0,1.5,1
Xavier Henry,198.12,5.3,2.4,0.8,0
Wilson Chandler,203.2,9.4,5.1,2.1,3
Tracy McGrady,203.2,5.3,3.0,2.1,0
Willie Green,190.5,7.6,1.5,0.8,1
Wesley Matthews,195.58,13.7,3.4,1.7,3
Wesley Johnson,200.66,6.0,2.7,0.9,0
Wayne Ellington,193.04,6.1,1.9,0.6,1
Walker Russell,182.88,3.0,0.9,2.1,1
Von Wafer,195.58,5.9,1.4,0.9,1
Vladimir Radmanovic,208.28,4.5,2.9,1.1,0
Will Bynum,182.88,5.7,1.6,1.8,1
Michael Redd,198.12,8.2,1.5,0.6,0
Tony Parker,187.96,18.3,2.9,7.7,4
Tony Allen,193.04,9.8,4.0,1.4,1
Sebastian Telfair,182.88,6.1,1.5,2.3,1
Semih Erden,213.36,3.5,2.6,0.3,0
Serge Ibaka,208.28,9.1,7.5,0.4,3
Shane Battier,203.2,4.8,2.4,1.3,0
Shannon Brown,193.04,11.0,2.7,1.2,1
Shaun Livingston,200.66,5.5,2.1,2.1,1
Shawn Marion,200.66,10.6,7.4,2.1,3
Shawne Williams,205.74,4.5,2.7,0.6,0
Shelden Williams,205.74,4.6,6.0,0.6,3
Shelvin Mack,190.5,3.6,1.4,2.0,1
Solomon Alabi,215.9,2.4,3.4,0.2,0
Solomon Jones,208.28,3.2,2.8,0.4,0
Spencer Hawes,215.9,9.6,7.3,2.6,3
Stephen Curry,190.5,14.7,3.4,5.3,4
Stephen Jackson,203.2,9.8,3.5,2.5,3
Steve Blake,190.5,5.2,1.6,3.3,1
Steve Nash,190.5,12.5,3.0,10.7,4
Toney Douglas,187.96,6.2,1.9,2.0,1
Tobias Harris,203.2,5.0,2.4,0.5,0
Timofey Mozgov,215.9,5.4,4.1,0.5,3
Tim Duncan,210.82,15.4,9.0,2.3,2
Tiago Splitter,210.82,9.3,5.2,1.1,3
Thaddeus Young,203.2,12.8,5.2,1.2,3
Tony Battie,210.82,1.6,2.5,0.6,0
Thabo Sefolosha,200.66,4.8,3.0,1.1,0
Terrel Harris,193.04,3.6,2.3,1.2,1
Tayshaun Prince,205.74,12.7,4.5,2.4,3
Taj Gibson,205.74,7.7,5.3,0.7,3
